authorID,authorRef,Name
a9286,57829389300,Luan G.
a9287,57205305086,Hou J.
a9288,56535580100,Wang T.
a9289,57883707700,Lv J.
a9290,58839198900,Li Y.
a9291,57217355659,Gao X.
a9292,58837940000,Sun X.
a9293,57861548700,Liu Y.
a9294,55637275300,Wang S.
a9295,58816837600,Wang J.
a9296,58817441200,Tian Y.
a9297,57226048770,Liu T.
a9298,57214104627,Yu Y.
a9299,55512872300,Liu M.
a9300,57221164514,Yang X.
a9301,7401791209,Peng Z.
a9302,8860924100,Ding Y.
a9303,56145398100,Du Y.
a9304,57217169624,Jiang J.
a9305,55449464300,Ye Z.
a9306,57033113500,Wu J.
a9307,57220805841,Yang Q.
a9308,57217156808,Li Q.
a9309,7202794518,Kong X.
a9310,57208115159,Sadatiseyedmahalleh S.
a9311,58372094600,Yang L.
a9312,58125551900,Peng L.
a9313,13411095500,Ban H.
a9314,56673141600,Chen K.
a9315,57439215000,Liu S.
a9316,58838127300,Wei Y.
a9317,58310995900,Liang J.
a9318,57428730300,Song L.
a9319,57202946498,Lu C.
a9320,58625745000,Yuan X.
a9321,58024933000,Li F.-K.
a9322,57214758832,Zhao W.-B.
a9323,57247807000,Wang Y.
a9324,58413304800,Huang W.-T.
a9325,57217302335,Ku Y.-L.
a9326,57472395100,Liu H.
a9327,58289008500,Guo R.
a9328,57997319700,Yu H.-H.
a9329,57192951399,Liu K.-K.
a9330,57210464708,Shan C.-X.
a9331,57211806659,Qiao L.
a9332,57205710992,Zhao R.
a9333,7403252156,Song C.
a9334,57211118871,Zhou Y.
a9335,56104322700,Wang Q.
a9336,57192408802,Pan F.
a9337,57221835271,Cui G.
a9338,57192879224,Li Y.
a9339,57211142666,Li J.
a9340,58836959000,Fan J.
a9341,57188557400,Guo W.
a9342,15021545300,Wei Y.
a9343,57204756421,Kong W.
a9344,57199044735,Huang W.
a9345,57196031254,Qiao Y.
a9346,58605632000,Zhang S.
a9347,58839135100,Zhang P.
a9348,56813995700,Guo J.
a9349,25638863300,Sanson A.
a9350,58023761700,Zhen X.
a9351,58837630500,Zhao K.
a9352,57193252916,Gao Q.
a9353,25926967100,Chen J.
a9354,58828058300,Wang J.
a9355,58030532400,Wei Z.
a9356,58778961300,Jia L.
a9357,58030879400,Yu J.
a9358,58826021700,Meng Y.
a9359,58803963300,You X.
a9360,57741778500,Xing Z.
a9361,58805587600,Jiang S.
a9362,57208086812,Zhu Y.
a9363,57222350647,Lin Y.
a9364,57344908200,Qiu H.
a9365,58311832100,Nie R.
a9366,58626222200,Yang J.
a9367,56399017900,Hui D.
a9368,57210858427,Chen W.
a9369,58845221100,Dai L.
a9370,57202294132,Sun Y.
a9371,58844725600,Hu J.
a9372,36968847500,Zhang L.
a9373,57225135088,Huang Y.
a9374,7405298771,Xu X.
a9375,58298682400,Wang N.
a9376,57204909523,Zhou N.
a9377,57210969877,Guo H.
a9378,55233528600,Wang H.
a9379,58839151600,Zhang Z.
a9380,58837893900,Gu K.
a9381,58837894000,Xu Z.
a9382,57387964200,Zhao Y.
a9383,56949682900,Guo M.
a9384,42660946200,Chen X.
a9385,57216161701,Sun J.
a9386,8950212900,Qiu J.
a9387,57220590573,Bai R.
a9388,57192512883,Zhang X.
a9389,56050576900,Qu L.
a9390,22837268300,Yu Z.
a9391,7202973551,Song Q.
a9392,58842341800,Chang J.
a9393,58842357500,Gu X.
a9394,58842328800,Wu J.
a9395,58842435000,Zhang D.
a9396,58222423800,Zhao J.
a9397,36159014600,Rong C.
a9398,54412162200,Dang X.
a9399,24339613200,Sun H.
a9400,57204140843,Wang S.
a9401,57206767115,Cai G.
a9402,49361664100,Li J.
a9403,57869563100,Qin H.
a9404,57870159800,Ma Y.
a9405,57672949500,Gong S.
a9406,57192871762,Lang L.
a9407,57746046100,Sun Y.
a9408,58360805100,Zhou C.-B.
a9409,58481762100,Wang Q.
a9410,7403274446,Ren Y.-X.
a9411,57191203758,Pang R.
a9412,56340047700,Yang Y.
a9413,57222157573,Huang A.
a9414,57231599500,Liu Y.
a9415,57750781300,Zhang P.
a9416,36672099500,Tang G.
a9417,56927028100,Li M.
a9418,35779611400,Xue X.-X.
a9419,56589441600,Zhang Y.-L.
a9420,56271672600,Xu X.-B.
a9421,35247742600,Dong C.-H.
a9422,57210241545,Guo G.-C.
a9423,24777755200,Zou C.-L.
a9424,57216538756,Liu S.
a9425,8332602000,Zhang G.
a9426,55483869400,Wang A.
a9427,55347541800,Cheng H.
a9428,57219176314,Deng P.
a9429,57225908369,Hu C.
a9430,58834842300,Kang J.
a9431,58523202300,Liu J.
a9432,56967340900,Wang J.
a9433,57219705328,Zhou P.
a9434,56052284500,Qiu J.
a9435,58830962600,Yin H.-N.
a9436,58832784100,Wang P.-C.
a9437,57189496612,Liu Z.
a9438,55228790600,Kumar M.
a9439,57083837600,Rao C.S.
a9440,58709058100,Nataraj K.C.
a9441,57208193925,Singh G.
a9442,6603916006,Vinu A.
a9443,57191504389,Bhowmik A.
a9444,56835054300,Sharma H.
a9445,57200082019,El-Naggar A.
a9446,7405608250,Chang S.X.
a9447,35568044300,Abbott L.K.
a9448,57220898704,Zhang S.
a9449,58842421300,Jiang Q.
a9450,57216642411,Li H.
a9451,7102832618,Cao B.
a9452,35317355100,Fan J.
a9453,57191270930,Russo M.
a9454,35243610400,Zhang D.
a9455,7409290879,Liu X.-J.
a9456,57205221221,Xie Z.
a9457,57226727962,Huang J.
a9458,56120911700,He X.
a9459,55903198600,Wu D.
a9460,58831902500,Qiao B.
a9461,25630329500,Du C.
a9462,58028327300,Zhu Y.
a9463,8872169400,Yan F.
a9464,58065382100,Liu C.
a9465,57208286418,Li Y.
a9466,57200216866,Ren Y.-S.
a9467,55657159100,Derouiche I.
a9468,58277240100,Hassan M.
a9469,57223971998,Liu P.-Z.
a9470,57202208120,Li X.
a9471,58831477400,Chen B.
a9472,58831477500,Xu Y.
a9473,57407652000,Wang H.
a9474,36171890900,Jin F.
a9475,56701428100,Shen Z.
a9476,57857357100,Qu Q.
a9477,58654178300,Zhao B.
a9478,57205745120,Hu R.
a9479,58815233700,Zhang H.
a9480,57190985652,Li S.
a9481,58760980500,Hou X.
a9482,57215608280,Yin D.
a9483,56828482600,Du J.
a9484,57217417718,Chu Y.
a9485,58451555000,Zhang Y.
a9486,57199303466,Wu Q.
a9487,57188927581,Wen Y.
a9488,7406420444,Hu J.
a9489,58830117800,Zhang S.
a9490,57197799935,Jiang Y.
a9491,57015265000,Choma E.F.
a9492,57216957304,Saqline S.
a9493,55568077000,Wang H.
a9494,57418713700,Fan Q.
a9495,54899670800,Donat F.
a9496,57204843421,Müller C.
a9497,57209289745,Liu W.
a9498,58815281100,Liu G.
a9499,56475429000,Ren Y.
a9500,7402703721,Ma W.
a9501,7403261465,Morita K.
a9502,55673615900,Lei Y.
a9503,58815319800,Zhan S.
a9504,37124600700,Lv G.
a9505,57384226600,Li S.
a9506,57223240899,Zeng Y.
a9507,58815359200,Li R.
a9508,58842387200,Ud Din A.M.
a9509,26325864200,Qureshi S.
a9510,57908723800,Xu B.
a9511,58638903300,Gao F.
a9512,57202958405,Yu C.
a9513,58638903400,Zhang R.
a9514,55698586300,Wu Y.
a9515,57194766413,Fang W.
a9516,57209835771,Lv J.
a9517,7202892509,Xia S.-T.
a9518,57195481687,Chen X.
a9519,35210693900,Li R.
a9520,58823402300,Gong L.
a9521,58197064600,Sun J.
a9522,57221124228,Liang Z.
a9523,57200794272,He J.
a9524,58824251400,Huang J.
a9525,55212696300,Ning X.
a9526,57223204800,Song H.
a9527,7404724226,Li R.
a9528,55624487952,Zhang Q.
a9529,55963638200,Lin Z.
a9530,57214723081,Wang Q.
a9531,57214214930,Mu J.
a9532,58315952900,Hou T.
a9533,56384806100,Chen L.
a9534,57762316500,Zhao Y.
a9535,57204698154,Li Y.
a9536,57221738100,Li Y.
a9537,36093021100,Kumar A.
a9538,7006026220,Ying Q.
a9539,26643509200,Kleeman M.J.
a9540,58822966600,Kang X.
a9541,58735368000,Chen W.
a9542,58822551100,Li S.
a9543,56471976600,Wang T.
a9544,58793571600,Yu L.
a9545,57202327051,Singh R.P.
a9546,58809632300,Ping J.
a9547,58808870000,He D.
a9548,57665109100,Wang F.
a9549,55188401700,Wang N.
a9550,58809448000,Fu Y.-C.
a9551,58251987800,Xing Z.
a9552,57205324660,Jia Z.
a9553,57223210321,Yang G.-Y.
a9554,57233611100,Tan Y.
a9555,57214593613,Raheem M.A.
a9556,57214603087,Rahim M.A.
a9557,58812258900,Xin H.
a9558,58029908600,Zhou Y.
a9559,58812123400,Hu X.
a9560,36782019200,Dai Y.
a9561,6507229444,Ataya F.S.
a9562,57199921614,Chen F.
a9563,57201996853,Wang Y.
a9564,57020102600,Chen J.
a9565,57211978416,Gong L.
a9566,58681285700,Tang J.
a9567,58088885400,Wang X.
a9568,55938019600,Guo H.
a9569,55570928900,Zhou X.
a9570,58842328700,Xu Z.
a9571,23389498400,Lei X.
a9572,58730113100,Ma M.
a9573,58361258000,Pan Y.
a9574,16044298700,Zhen Y.
a9575,57796381600,Qin Z.
a9576,57211394119,Jia Z.
a9577,8853893900,Geng H.
a9578,57796559300,Feng Y.
a9579,57796471500,Yang Z.
a9580,57796471600,Jiang X.
a9581,58055125700,Yang W.
a9582,58054986800,Qie Y.
a9583,57205376997,Xue Q.
a9584,23767179800,Chu L.
a9585,57202506176,Su R.
a9586,58493084100,Gao B.
a9587,56209780800,Li Q.
a9588,57881503000,Wang J.
a9589,57218583726,Shi M.
a9590,55978365400,Zhang X.
a9591,57216686845,Li Y.
a9592,58842357800,Yuan Y.
a9593,7407737741,Yang C.
a9594,30767911100,Yu D.
a9595,57188952494,Armenia S.
a9596,57212431968,Franco E.
a9597,56428006900,Iandolo F.
a9598,8253919100,Maielli G.
a9599,57205022856,Vito P.
a9600,58842386700,Chen P.
a9601,58842386800,He W.
a9602,58582491400,Ma W.
a9603,56532645200,Huang X.
a9604,58813814500,Yang Y.
a9605,58195548600,Liu M.
a9606,57205214846,Huang J.
a9607,36629433400,Wan X.
a9608,57213172240,Ma P.
a9609,57203801917,Nicolai H.
a9610,55230234900,Huang Q.
a9611,56922306500,Debiagi P.
a9612,58628508600,Berkel L.L.
a9613,55603554500,Stagni A.
a9614,57008435700,Yang Y.
a9615,56379852500,Hasse C.
a9616,8058905400,Li S.
a9617,58525069000,Elhefnawy A.H.
a9618,57211464603,Abou Gabal H.
a9619,14421239600,Gaheen M.A.
a9620,35503151200,El Saghir A.
a9621,58737197600,Li Y.
a9622,58812472300,Yuan Z.
a9623,57382164800,Wang L.
a9624,58803321300,Yang J.
a9625,58812472400,Pu P.
a9626,58125866000,Le Y.
a9627,58849326500,Chen X.
a9628,57381277800,Wang C.
a9629,58842250600,Gao Y.
a9630,58090714900,Liu Y.
a9631,58812472600,Wang J.
a9632,58596968700,Gao X.
a9633,56426020000,Li Y.
a9634,56609561100,Wang H.
a9635,36676152700,Zou C.
a9636,57810081300,Chaudhary S.
a9637,57201584761,Gupta R.
a9638,57362359600,Kakkar R.
a9639,56576145100,Tanwar S.
a9640,55928926600,Polkowski Z.
a9641,56113467000,Alqahtani F.
a9642,57201948032,Said W.
a9643,57204432822,Zhang J.
a9644,8378413200,Wang J.
a9645,56640015400,Wang P.
a9646,57354279300,Wang Y.
a9647,55668179800,Fang C.
a9648,35239893300,Deng G.
a9649,57578736000,Li W.
a9650,36446879700,Su L.
a9651,57215373854,Liu X.
a9652,56010273600,Gao L.
a9653,57190734666,Wang J.
a9654,57129354700,Liu X.
a9655,57217089653,Zhao C.-X.
a9656,57206195818,Song Y.-W.
a9657,57207948573,Liu J.-N.
a9658,57222111075,Li X.-Y.
a9659,57202686508,Wan X.
a9660,55386828700,Shui J.
a9661,55340661100,Peng H.-J.
a9662,55522867100,Chan F.K.S.
a9663,57223229755,Lu X.
a9664,44861328200,Li J.
a9665,57201987446,Lai Y.
a9666,56463389100,Luo M.
a9667,56010514800,Chen Y.D.
a9668,55576500100,Wang D.
a9669,57215505193,Li N.
a9670,55716083800,Chen W.-Q.
a9671,57218097296,Zhu Y.-G.
a9672,55520514300,Chan H.K.
a9673,56237555400,Zhao H.
a9674,58679183300,Qian X.-Y.
a9675,36910859500,Liu X.-G.
a9676,57190248963,Chen H.-B.
a9677,58689436800,Wang Q.
a9678,58689874400,Ren Y.
a9679,57223929347,Meng T.
a9680,58059610900,Yang X.
a9681,58689436900,Lu L.
a9682,57203969525,Yang H.
a9683,57006027000,Hou H.
a9684,54398913700,Negahdary M.
a9685,35306203000,Wan Y.
a9686,57203136240,Song F.
a9687,56133991800,Li J.
a9688,57280810800,Dhamu V.
a9689,58652256300,Mengqi X.
a9690,57189217385,Qureshi M.F.
a9691,8879437600,Jana A.K.
a9692,57189447961,Linga P.
a9693,58797558700,Zhang Y.
a9694,37123196700,Ying Y.
a9695,23007420100,Amat S.
a9696,56912823800,Levin D.
a9697,57208696945,Ruiz-Álvarez J.
a9698,54891906000,Yáñez D.F.
a9699,57554652100,Gao J.
a9700,58609875500,Wang X.
a9701,57192896639,Zhang Y.
a9702,36071960900,Li L.
a9703,55584796067,Zhang M.
a9704,56200595500,Song W.
a9705,57966038100,Yang W.
a9706,58786234900,Wang N.
a9707,58758731200,Li Z.
a9708,57224439837,Ou Y.
a9709,58856968200,Zhang X.
a9710,58787836100,Bai H.
a9711,57194102864,Zhu X.
a9712,57208485211,Ao H.
a9713,52163579400,He G.
a9714,55641866900,Xiao H.
a9715,56767307900,Chen Y.
a9716,55285877100,Xiao Y.
a9717,57208860947,Peng W.
a9718,42462546100,Wang Y.
a9719,58131279200,Wang Z.
a9720,35145273300,Chu D.
a9721,57221396582,Gao B.
a9722,56194231100,Wang L.
a9723,26643211100,Li K.
a9724,58571552900,Wu H.-F.
a9725,57190431119,Wu Q.
a9726,22936388500,Yu Z.
a9727,37118224200,Xu H.-X.
a9728,56489149600,Song C.-H.
a9729,35200874000,Guo Z.-Q.
a9730,57196305473,Li W.
a9731,57391676900,Xiang Y.-J.
a9732,57219439596,Xu Z.
a9733,58834760500,Luo J.
a9734,58788920700,Cheng S.-Q.
a9735,57192869284,Zhang F.-M.
a9736,7402623640,Shi H.-P.
a9737,55748995600,Zhuang C.-L.
a9738,58548311600,Zhao H.
a9739,58784465800,E J.
a9740,57192607808,Chen S.
a9741,57223228272,Cheng G.
a9742,57117008300,Guo F.
a9743,55498171800,Cao B.
a9744,57208123418,Suo R.
a9745,57762184800,Zhu L.
a9746,35325929000,Zeng L.
a9747,57220076529,Mo H.
a9748,57665384800,Wu Y.
a9749,57075318900,Jiang H.
a9750,57665700900,Ma Z.
a9751,35464058100,Lombardi F.
a9752,36167033700,Han J.
a9753,8880228100,Liu L.
a9754,57223967033,Peng Q.
a9755,57221661222,Zhou H.
a9756,56844252500,Lin G.
a9757,57217611694,Zeng J.
a9758,57716286800,Li J.
a9759,35084866300,Chen G.M.
a9760,57218592519,Qu X.
a9761,57219218562,Sang X.
a9762,57233652500,Lv Y.
a9763,8856071100,Wang C.
a9764,15055853000,Guo Q.
a9765,55489232400,Han Y.
a9766,57849298200,Cao L.
a9767,58787338800,Guo Q.
a9768,8976561200,Geng Z.
a9769,58016816900,Yang W.
a9770,56660141000,Fan J.
a9771,57207398413,Liu M.
a9772,57195671819,Abudouwufu T.
a9773,57350663000,Lan Y.
a9774,58786310400,Jia W.
a9775,26665205500,Tian C.
a9776,24778918700,Zou C.
a9777,57746918200,Tolstoguzov A.
a9778,6603260292,Korobeishchikov N.G.
a9779,7201810679,Fu D.
a9780,55950653800,Wang X.
a9781,16309928800,Luo H.
a9782,57224306412,Cheng H.
a9783,57054976800,Yue L.
a9784,57204555422,Deng Z.
a9785,56301356600,Yao J.
a9786,57221400287,Li X.
a9787,57194683457,Zhang K.
a9788,57217220565,Liang J.H.
a9789,57213812518,Zhang R.
a9790,7601348784,Zhang J.
a9791,57213817500,Schmidt R.
a9792,7401452248,Gilbert J.L.
a9793,57969044900,Zhuang Y.
a9794,58041457000,Sun L.
a9795,35400145100,Kajiwara K.
a9796,55355959400,Kang J.-D.
a9797,7005880817,Nagae T.
a9798,57915328400,Jia N.
a9799,58775964500,Li J.
a9800,57222066874,Zang G.
a9801,57214104330,Yu Y.
a9802,58775796200,Jin X.
a9803,58776076500,He Y.
a9804,58775907800,Feng M.
a9805,58776076600,Na X.
a9806,56196700100,Wang Y.
a9807,57191370700,Xue Y.
a9808,58258796000,Zhang T.
a9809,58791288300,Peng H.
a9810,56380809600,Ma Z.
a9811,56381744400,Zhang M.
a9812,58587685900,Lynch M.
a9813,56012345100,Dinh T.
a9814,58791062800,Zhou Z.
a9815,57191194418,Zhou Y.
a9816,24339284600,Song P.
a9817,6603244203,Agate V.
a9818,56245863700,Ferraro P.
a9819,57208036017,Lo Re G.
a9820,35479684000,Das S.K.
a9821,57212216031,Chen Y.
a9822,13408992900,Yang J.
a9823,57211342425,Cui S.
a9824,57215594844,Dong C.
a9825,57200094755,Jiang B.
a9826,36071900900,Liu Y.
a9827,57192073270,Lu Z.
a9828,58788107800,Guo Y.
a9829,58788338700,Chen J.
a9830,58479884000,Song H.
a9831,58855307000,Wang J.
a9832,56606476300,Wang H.
a9833,57216646746,Yang Z.
a9834,57843879300,Shen J.
a9835,58680342600,Li A.
a9836,57205754209,Qu X.
a9837,58235259100,Lai Z.
a9838,57837247800,Chen J.
a9839,55436713300,Cheng J.
a9840,36873798300,Yu N.
a9841,57604340500,Dong Y.
a9842,57209464929,de Jong M.
a9843,56398975200,Yue J.
a9844,57832254200,Shao T.
a9845,57201870937,Peng T.
a9846,57191094916,Zhu L.
a9847,58632533800,Lu Y.
a9848,42263294500,Wang L.
a9849,55804562900,Pan X.
a9850,58798581000,Pengfei M.A.
a9851,57191584060,Li M.-Q.
a9852,57221076213,Cao Y.
a9853,55549671800,Qin L.
a9854,57210250160,Cheng H.
a9855,56293511100,Yang W.
a9856,7404769327,Lu Z.
a9857,58624078700,Shang M.
a9858,57212132821,Zhu Y.
a9859,57224169826,Zhang K.
a9860,35249209300,Ren J.
a9861,57224177181,Ye W.
a9862,58778331900,Li C.
a9863,7404265028,Xu G.
a9864,58615636200,Liu W.
a9865,57192277687,Deng S.
a9866,40561998000,Zhou J.
a9867,55560632600,Guo Y.
a9868,57202126304,Yang L.
a9869,57220981601,Shi J.
a9870,58873341600,Zhang Y.
a9871,56123408700,Li Y.
a9872,24279544300,Guo Q.
a9873,58743004000,Zhang H.
a9874,58743114600,Zhang W.
a9875,55983796500,Zhang L.
a9876,58477460800,Xiao H.
a9877,55728804600,Ma T.
a9878,56378023000,Peng Z.
a9879,34882458900,Zhao T.
a9880,57202960293,Hu L.
a9881,6701639182,Rodríguez-Fernández N.J.
a9882,7005692975,Wigneron J.-P.
a9883,56406676900,Jackson T.J.
a9884,55556606100,Walker J.P.
a9885,6603017725,Cosh M.H.
a9886,57356137900,Bai Y.
a9887,54993245900,Yao P.
a9888,57212453604,Zheng J.
a9889,57207197208,Wei Z.
a9890,57221364011,Zhang Y.
a9891,57222344370,Zhu C.
a9892,56073242400,Zhang J.
a9893,57713711300,Lv X.
a9894,57712889700,Zhou J.
a9895,58044214300,Sun J.
a9896,58043970000,Guo H.
a9897,57216965191,Spitalsky Z.
a9898,57740968100,Feng X.
a9899,57741437800,Lin Q.
a9900,26432601600,Jia N.
a9901,35216849700,Tian J.
a9902,57221704936,Ni H.
a9903,57191988690,Qu X.
a9904,56413436600,Zhao G.
a9905,57037377900,Zhang P.
a9906,35303396200,Peng W.
a9907,56258561300,Liu S.
a9908,57218313871,Liu X.
a9909,56481080000,Ren D.
a9910,57193508400,Li T.
a9911,58662280300,Yi L.
a9912,58311894600,Liu W.
a9913,57200217336,Xu J.
a9914,58728411900,Tan T.
a9915,58662233100,Zhang J.
a9916,56522141500,Hou Y.
a9917,57415997500,Guo Y.
a9918,56532907900,Zhu G.
a9919,58827720600,Yin S.
a9920,58660985400,Yuan G.
a9921,58662379800,Weng Y.
a9922,58662564100,Ma G.
a9923,56364012900,Peng Z.
a9924,58662470100,Zheng X.
a9925,56212392700,Yin W.
a9926,57666019200,Yin S.
a9927,57222344673,Wang R.
a9928,58612958500,Zhang J.
a9929,56073771700,Liu X.
a9930,56004256700,Wang Y.
a9931,55910348500,Zhang X.
a9932,26023883500,Wang B.
a9933,36082775600,Ju Y.
a9934,55851247700,Wang D.
a9935,57220033794,Han Y.
a9936,57323358500,Song Y.
a9937,58784677500,Taha M.A.
a9938,36668918200,Morren J.A.
a9939,57193772483,Yin T.
a9940,57072848300,Fu J.
a9941,58777919300,Wei D.
a9942,56937484100,Xie Z.
a9943,56272208400,Zhang E.
a9944,56549388200,Zhao B.
a9945,58549964700,Zhao Q.
a9946,16836768300,Luo Y.
a9947,57221978762,Cao J.
a9948,58549905500,Cao J.
a9949,57211976411,Jin F.
a9950,7409441702,Chen L.
a9951,58549791300,Xu Y.
a9952,58295153400,Zhao Y.
a9953,57949483900,Hou J.
a9954,57190407432,Zhou Y.
a9955,58735441500,Yuan Y.
a9956,55499243400,Huang S.
a9957,57192911879,Cai H.
a9958,58787814000,Lu D.
a9959,35219507200,Cheng T.
a9960,55732536200,Xu L.
a9961,57577696400,Ma Y.
a9962,58405697400,Li B.
a9963,57195774186,Ren G.
a9964,57226341699,Wang Z.
a9965,23981875800,Zhou S.
a9966,55573193700,Hu Q.
a9967,7004252643,Rensing C.
a9968,58796823000,Shahrouz J.K.
a9969,16835800400,Analoui M.
a9970,57196127866,Zhang L.
a9971,57536334800,Fan X.
a9972,58805494400,Xue X.
a9973,36065463100,Jiang Y.
a9974,57225908768,Qu D.
a9975,58290019900,Liu B.
a9976,58030707500,Zhang X.
a9977,58290785500,Chen D.
a9978,57353352700,Zhang Q.
a9979,57730175200,Hou H.
a9980,56726974300,Wang W.
a9981,57206261204,Zhang Y.
a9982,37010575600,Yuan D.
a9983,58779673600,Du M.
a9984,37010605500,Yan C.
a9985,57210605647,Wang J.
a9986,58778847900,Wang C.
a9987,58779513100,Zhu Y.
a9988,58779513200,Wang H.
a9989,57202229004,Kou Y.
a9990,57142984900,Chen H.
a9991,58189720300,Feng Y.
a9992,57089303900,Liu F.
a9993,23483018900,Tan C.
a9994,36497690000,Xu N.
a9995,56173699500,Jiang Y.
a9996,54390132800,Tan Y.
a9997,57205147206,Cai J.
a9998,8876285400,Di J.
a9999,58742144200,Xiao B.
a10000,57192521799,Li Y.
a10001,57208055704,Su Y.
a10002,58028590800,Zhang Q.
a10003,56806053600,Yuan W.
a10004,58318493300,Dong G.-Z.
a10005,58791298900,Ning H.
a10006,57008619100,Guan X.-X.
a10007,58045439500,Cheng J.-F.
a10008,57217861225,Shi Z.-W.
a10009,58044601000,Du X.-J.
a10010,58045729200,Meng S.-W.
a10011,7410096329,Liu D.-S.
a10012,49861347200,Dong Y.-C.
a10013,58462554500,Wang J.
a10014,56498247600,Zhang L.
a10015,56227678400,Li X.
a10016,7408626112,Yang H.
a10017,57223712391,Liu Y.
a10018,58788524100,Liu Y.-L.
a10019,6504119445,Wang J.-T.
a10020,58787348300,Yi K.
a10021,58787818900,Yan J.-H.
a10022,58044900400,Chen H.-J.
a10023,57194774601,Song S.
a10024,15840455500,Tang X.
a10025,58799968900,Sun J.
a10026,58842579000,Li F.
a10027,56035698300,Chen M.
a10028,58799819100,Lei Q.
a10029,57218993664,Sun W.
a10030,58799746700,He Z.
a10031,55510211400,Zhang L.
a10032,57211629152,Li Y.
a10033,57208126404,Lu Q.
a10034,57204144558,Yang J.
a10035,58431097500,He W.
a10036,57471123000,Dai Y.
a10037,57190934852,Roy K.
a10038,57222258061,Fang Z.
a10039,57210129245,Chen B.
a10040,24169272500,Raftery G.M.
a10041,7403452656,Lim J.B.P.
a10042,35319152000,Zhao X.
a10043,57188581479,Zong Y.
a10044,58680504800,Lou Q.
a10045,58148287100,Qin C.
a10046,16203405800,Lou C.
a10047,57219794106,Yang W.
a10048,58550366100,Guo Y.
a10049,24175350400,Wang Z.
a10050,57199294798,Guo L.-Z.
a10051,55719069300,Li Y.-F.
a10052,55724718300,Liu S.
a10053,57222385623,Mujdeci A.
a10054,57203710951,Guo Y.T.
a10055,57207796179,Bompa D.V.
a10056,55663282100,Elghazouli A.Y.
a10057,58734653800,Lu L.
a10058,57222090740,Huang X.
a10059,56796961100,Zhou X.
a10060,57218478211,Guo J.
a10061,56472123400,Yan J.
a10062,56193584900,Guo X.
a10063,10140953200,Wang M.
a10064,54394734800,Yu L.
a10065,56300900000,Huo J.
a10066,57214932366,Ni G.
a10067,57208926238,Chen X.
a10068,58295971600,Zhou Z.
a10069,56379369700,Fan Y.
a10070,57212241989,Fu Y.
a10071,58291699000,Qian Z.
a10072,58638792000,Yap F.M.
a10073,57462421700,Ling G.Z.S.
a10074,58798965300,Su B.J.
a10075,58177642400,Loh J.Y.
a10076,55512303700,Ong W.-J.
a10077,58785482400,Shan T.
a10078,58785657400,Duan Y.
a10079,58785137600,Gao Z.
a10080,57221579613,Wu Y.
a10081,57203245547,Wang J.
a10082,57200789328,Gao Y.
a10083,57467078400,Sun Q.
a10084,57467078500,Si Q.
a10085,55989003000,Zhang J.
a10086,57207846413,You Z.
a10087,57216439268,Wang S.
a10088,57374227800,Wang J.
a10089,58798861000,Chen H.
a10090,58798320000,Ling Y.
a10091,57373697400,Zhang C.
a10092,58797495700,Zhou H.
a10093,55268548300,Ni K.
a10094,57189904266,Ye J.
a10095,57196148067,Hai L.
a10096,58794120100,Zhang Z.
a10097,56281390100,Fu Y.
a10098,57192483774,Zhang H.
a10099,57875525300,Wang L.
a10100,57201646651,Wang J.
a10101,57355372500,Zhao C.
a10102,56145927000,Wang S.
a10103,57193434656,Liu W.
a10104,58793053200,Chen M.
a10105,57195920018,Ren D.
a10106,58793053300,Tang J.
a10107,55579625300,Sun J.
a10108,57225101535,Zhang X.
a10109,57015969800,Jiang B.
a10110,57201058731,Jiang F.
a10111,58788298500,Ai D.
a10112,57192420612,Wang H.
a10113,57217586932,Kuang D.
a10114,58787597200,Zhang X.
a10115,57192409055,Rao X.
a10116,57713499200,Li Z.
a10117,57955816100,He Q.
a10118,57220582732,Zhou Y.
a10119,57205203705,You X.
a10120,58727166400,Mo D.-X.
a10121,36065853500,Li H.-N.
a10122,57194637590,Li Q.-W.
a10123,58799915100,Zhang H.-Z.
a10124,58203826600,Karinshak E.
a10125,58785838800,Tao D.
a10126,58836845600,Sun W.
a10127,58165046300,Mo D.
a10128,58477273100,Lin Y.
a10129,58628411100,Lv W.
a10130,42761775900,Mmereki D.
a10131,7406447639,Xu Y.
a10132,57220779736,Ye Y.
a10133,56105280200,Tang Y.
a10134,57192406843,Ye C.
a10135,55119235300,Dong C.
a10136,57724610500,Wang B.
a10137,58139485600,Liu Z.
a10138,58797793300,Yan H.
a10139,58139050100,Zhang M.
a10140,58087744600,Li S.
a10141,57209689420,Li S.
a10142,57852903500,Duan H.
a10143,58220809000,Kang H.
a10144,56881790400,Chen P.
a10145,55682746500,Du W.
a10146,56404509100,Li Y.
a10147,55089074200,Feng X.
a10148,35311157900,Liu B.-F.
a10149,58155272200,Dong G.
a10150,58156696200,Chen W.
a10151,57217264134,Guo Q.
a10152,56611434100,Liu J.
a10153,7201607381,Law C.K.
a10154,57565184700,Li W.
a10155,57565184800,Hu H.
a10156,57565774800,Hong Z.
a10157,57193514784,Cui Y.
a10158,57203428878,Nie J.
a10159,57819117000,Hu B.
a10160,57340277400,Fang J.
a10161,55676713900,Cao Z.
a10162,57201464127,Xiao S.
a10163,7201890975,Tong L.
a10164,56709020500,Liu B.
a10165,57190680120,Zhang Z.
a10166,57209137012,Chen M.
a10167,58798854400,Lin Z.
a10168,57779063800,Yang Z.
a10169,22934527900,Du Y.
